,text,Positive,Negative,Neutral,Compound,Status
442,"When I was hiring HR asked me so what is it that inspires you to join our company?
Me:The unnecessary stuff that I bought on EMIs and the desire to eat expensive unhealthy food.
(I got hiredƒ??‹÷)
  &amp;  Ð???",19.400000000000002,7.5,73.1,65.53,neg
443," Well mera logic hai sahi hota hiÐ???
You see how great Iƒ??m at guessing your things Ð???Ð???Ð???. You were legit shocked Ð?Ï­. 5-10 min time nikal ke stretch karne main kuch nahi hai. Main wfh main karti so you can definitely do it.  Take care of the back! No sitting for long hours Ð??Ð?¯",20.599999999999998,6.800000000000001,72.6,87.83,neg
444,The applicant tracking systems like  and  have been slow to adapt to WFH and remote-first companies. Still require mandatory hiring cities for JDs. Hope these are revised soon.,21.099999999999998,0.0,78.9,69.08,neg
445,"RT  Is your WFH routine leaving you with no time to go house hunting? Watch this couple discover the new way to browse, and shorƒ?Ý",0.0,9.6,90.4,-37.36,pos
446,"  All this is just negligible cases. Media is doing hype around it to create a situation where employees are back in office so that talk estate get an advantage.
Majority are happy with wfh. Why no media is highlighting that.?
Everyone knows how in India all these happens",14.7,4.2,81.10000000000001,68.08,neg
447," Power outage at Behtarai Road, Bilaspur from last 2 hours. Complaint Registered with id 6003428581 with CSPDCL. Kindly help us by restoring the power supply in the area. It's affecting WFH and other  important work.",24.099999999999998,5.4,70.6,77.17,neg
448,"Working from home, I prefer to keep my mid-day free and stuffed up mornings and evenings.
I and my alter ego, both turn out to be productive!

   ",13.0,0.0,87.0,55.620000000000005,neg
449,"  
Thanx for following/checking though you couldn't find me.. Although I am WFH n didn't even stepped out in last 2 days (building cctv available if required) 
  thanx for choosing such an awesome partner.
You both r lovely pair Ð???ƒÏ
Loving itÐ??? ",27.3,0.0,72.7,92.95,neg
450,        .... oh druggie bhau!!!! Bass na PR stunt!!! Dughlaaa pan dikh gayaa.. tum logo ka........!!!! Betrayers!!!! Thu thu..... on d entire druggiewood!!! Go.. take a flying one!! Aur haaan... BYJUs par.. get your beta enrolled...click a selfie and share it! Abhi WFH HAI NA,7.8,0.0,92.2,52.16,neg
451,"After the  &amp;  life for about 1.5 yrs, flying close to the  This period was filled with lot of new things &amp; events which  never made me feel like experiencing a real life moment. The future is awaiting &amp; need to move ahead..  ",5.7,0.0,94.3,36.120000000000005,neg
452,"DM 'YES' To Start Your Journey....or Whatsapp 7993190617....
Fresh batch is going to start soon...
.
.
.
.
.
Don't forget to follow me on instagram 
Build a business of your dream ƒÏ‹÷
 
 
 
 ",19.3,0.0,80.7,60.8,neg
453,"RT  Is your WFH routine leaving you with no time to go house hunting? Watch this couple discover the new way to browse, and shorƒ?Ý",0.0,9.6,90.4,-37.36,pos
454,"RT  Is your WFH routine leaving you with no time to go house hunting? Watch this couple discover the new way to browse, and shorƒ?Ý",0.0,9.6,90.4,-37.36,pos
455,"RT  Is your WFH routine leaving you with no time to go house hunting? Watch this couple discover the new way to browse, and shorƒ?Ý",0.0,9.6,90.4,-37.36,pos
456,"RT  Teleperformance in India welcomes easyjet

Weƒ??re hopeful that this shall be the start of our clients coming back to ofƒ?Ý",25.6,0.0,74.4,76.08,neg
457,"12 Tips For A Great First Day Of Work


                      ",36.9,0.0,63.1,62.49,neg
458," The space looks inexpensive.  Problem is wfh will continue to inhibit commericial property price increase.  Without this, it is like a debt instrument.  Many alternatives now.",14.7,23.9,61.3,-45.879999999999995,pos
459," 9000 and WFH?

Thank God I took the Flopkart offer of 15000 and Work From Warehouse",26.1,0.0,73.9,55.74,neg
460,"RT  Is your WFH routine leaving you with no time to go house hunting? Watch this couple discover the new way to browse, and shorƒ?Ý",0.0,9.6,90.4,-37.36,pos
461," Not having a nap during wfh, where's the fun in that?",26.8,0.0,73.2,51.06,neg
462,"With the right onboarding efforts, your new hybrid hires can quickly feel like part of the team instead of being confined to the sidelines.

           ",9.8,0.0,90.2,36.120000000000005,neg
463,"RT  Is your WFH routine leaving you with no time to go house hunting? Watch this couple discover the new way to browse, and shorƒ?Ý",0.0,9.6,90.4,-37.36,pos
464,"Hi Connections, Our client at  (  looking for  Developer with 3-9 Yrs Experience . Permanent  option available. Mail me veena / or Call no 9483526863,  IT positions can login to ",0.0,7.8,92.2,-29.599999999999998,pos
465,"       

Productivity comes better when...",49.2,0.0,50.8,44.04,neg
466,"RT  Is your WFH routine leaving you with no time to go house hunting? Watch this couple discover the new way to browse, and shorƒ?Ý",0.0,9.6,90.4,-37.36,pos
467,"Even though i dont work from home, I'm still dreading when the day comes when wfh policies end",0.0,17.5,82.5,-52.669999999999995,pos
468,"Hi  Let me take you through a few turn of events. 
Bought the Wifi contract for a year. Doesn't work properly. Displays ""No internet"" while WFH. Called the cust service.  ""Eager to sell me new products but refuses to improve the quality &amp; existing CX""",11.899999999999999,3.4000000000000004,84.7,61.24000000000001,neg
469,"Click here  to listen to interesting insights of senior finance leaders on what agility means for them in the new business environment.
        ",11.4,0.0,88.6,40.19,neg
470,"Why don't girls/Women who do wfh don't take a short nap in the afternoon ? What is this compulsive desire to tweet ? 
",13.900000000000002,0.0,86.1,46.96,neg
471,    has suddenly stopped working !! Thereby affecting WFH efficiency !! This is rediculous. Please help.,40.2,8.799999999999999,51.0,77.62,neg
472,"We are elated to welcome our Official Gold Partner  for our virtual summit ""2nd Edition CISO Conclave 2021"" on Fri 22nd Oct at 10:00AM-02:00PM
Learn to streamline your data security strategy, WFH model, optimize cost, etc.
Register- 
 ",27.900000000000002,0.0,72.1,91.53,neg
473,"Branding is all about the positioning you made in peopleƒ??s minds.
Design is the first impression that you made on clients. 

           
  ",10.2,0.0,89.8,30.94,neg
474,"Have you been treating your back well?

                  ",25.900000000000002,0.0,74.1,27.32,neg
475,"At Indium, we have levelled the playing field! Our COO, Ramesh Krish, spoke to the Times of India in a recent article about how employees working from home and working from the office will definitely be treated equally. Read more:  
 ",11.5,0.0,88.5,58.48,neg
476,"Productivity applications and software help teams work efficiently and communicate better in the remote work environment. 

Check out this article for the list of tools that help us at kriyadocs boost our WFH productivity: ",32.1,0.0,67.9,91.36,neg
477,"India's best  Power Back-up UPS


Our UPS has up to 11 Hours of backup depending on the current consumption

   
     ",18.9,0.0,81.10000000000001,63.690000000000005,neg
478,"Hi Connections, Our client at  (  looking for  Developer with 3-9 Yrs Experience . Permanent  option available. Please refer your friends and colleagues for this position who are looking Mail me veena / or Call no 9483526863",14.000000000000002,5.7,80.30000000000001,49.39,neg
479,"RT  With 2 more days to go, the flagship event of SIIB, E Conclave 2021 comes to you from the comfort of your homes.

",16.3,0.0,83.7,44.04,neg
480,"  Hi Team,
Still no Power please Help to restore it soon.
As it is difficult during this Wfh Phase",27.800000000000004,18.099999999999998,54.1,36.120000000000005,neg
481,"RT  The Great Resignation is causing 'structural changes' to the workforce, BofA says  via ",22.400000000000002,12.0,65.60000000000001,44.04,neg
482,How many of us are seriously getting poached  ON TEXT by Amazon project managers offering serious perks like INR 9000 and WFH ?,16.7,11.899999999999999,71.39999999999999,29.599999999999998,neg
483,"

Here is a quick question. What do you think?

       

In WHF, I miss",0.0,13.8,86.2,-15.310000000000002,pos
484,RT  Uniquely Your Designs: Money Making Crafts: Woodworking -  Want to start a business from home? Needƒ?Ý,10.6,0.0,89.4,16.8,neg
485,"  on ""Designing Trust for a World of Clouds"" || 3rd  Virtual &amp;  Awards ||Oct 20 || 9.30 AM onwards.
             ",28.299999999999997,0.0,71.7,74.3,neg
486,"Finally back to hosting quizzes/ talent shows for the office crowd. Another flip-side for WFH and honing your skills.

We tried a mini version of Indiaƒ??s got talent at work and some of these performances were just out of the roof. ",13.600000000000001,0.0,86.4,71.49,neg
487, comes handy when hubby dearest plans a mid week getaway Ð??  after almost 20 months   ,23.3,0.0,76.7,60.72,neg
488,"RT  Lockdown outside Ð???... No problem!

The Music Sittings of  Happening through  on video calls betweƒ?Ý",0.0,30.5,69.5,-73.11999999999999,pos
489,"RT  Lockdown outside Ð???... No problem!

The Music Sittings of  Happening through  on video calls between Dƒ?Ý",0.0,29.099999999999998,70.89999999999999,-73.11999999999999,pos
490,"These simple tips can help you manage both work and home together while working from home. Read them here : 

            ",13.0,0.0,87.0,40.19,neg
491,"RT  Healthy Us, Healthy World.
Can it get any Simpler ? Millions cars throwing Fuel fumes 365 days, in jams for hours. That'ƒ?Ý",22.3,4.3,73.5,68.67999999999999,neg
492," thank youu, itƒ??s WFH and i canƒ??t tell you where iƒ??m sorry",25.1,9.4,65.4,48.71,neg
493,"Healthy Us, Healthy World.
Can it get any Simpler ? Millions cars throwing Fuel fumes 365 days, in jams for hours. That's pollution .    plz encourage, incentivise. Employees using Cycles for Daily commute should be rewarded foodCoupons ",30.5,2.5,67.0,90.22,neg
494,RT  Appreciate the efforts taken by  for providing seamless services through out the period of covid. WFH and online eƒ?Ý,12.4,0.0,87.6,40.19,neg
495,"What a day! One team member resigned, one called in sick, one has a power cut that lasted the whole workday, 2 joined.
WFH is a circus!",0.0,28.499999999999996,71.5,-78.96,pos
496," Super .. Amidst of this pandemic and all hectic work we do and also the stressful life we have from wfh , we definitely need a DISTRACTION Ð??? 
Namaku meditation ae stress aaguthu Ð?Ïœ We better stick ourselves to these kinda dramas 
NETFLIX + HEADPHONES ON Ð??õ ƒ??‹÷",17.8,16.0,66.2,25.629999999999995,neg
497, jake WFH dealing with health insurance and they pay well! mainly on the phones,15.1,8.9,76.0,24.81,neg
498,"Check out one of last yearƒ??s winners, from our ƒ??Best WFH Setup Contestƒ?. For this yearƒ??s ƒ??WFH Photo Contestƒ?, submit your photo of ONE REASON you love working from home! Email your photo to marketing by October 20th, 5pm. *Must be an Inktel employee to participate ",16.3,0.0,83.7,86.08,neg
499, Saahi hain. The weather is ripe for it. I just finished my WFH so will have something myself. Cheers to you,14.000000000000002,0.0,86.0,47.67,neg
500,This sounds awful but hubs has been home for two weeks. He went back to work today...thank dog!! I WFH and He was driving me crazy! I am not the kind of person who can be around their SO 24 hrs a day.,0.0,13.600000000000001,86.4,-71.63000000000001,pos
501," If not on low budget then Sony earbuds wfh 800 is good, higher the better..

Otherwise boat airdopes 402, 431

Flipkart is better",27.6,0.0,72.39999999999999,76.59,neg
502,RT  Hello. Looking to hire a lawyer principally interested in Competition Law (+ 1-3 years PQE). Could work either way: asƒ?Ý,12.4,0.0,87.6,40.19,neg
503,"RT  When someone writes 'yours truly' at the end of a mail. Ð?Ïð

  ",20.9,0.0,79.10000000000001,44.04,neg
504,"Earn money online from home. Make your own Owner. No time duration, choose your own time. For more, click on the given link and learn how to make money online.

     ",0.0,7.1,92.9,-29.599999999999998,pos
505," i created a little PDF for students and professionals that had trouble in the beginning of the pandemic 

all about flowstate, environment (lighting, space, etc) , tactics like putting phone in different room, etc 

iƒ??ll share it w/ anyone who wants it! 

iƒ??ve WFH since 2017",16.0,5.4,78.5,64.3,neg
506,RT  Residents at  Airoli are furious and frustrated at this irresponsible behaviour from  No actionƒ?Ý,0.0,52.6,47.4,-90.42,pos
507,"The only moments of relaxation are when a person does not join the scheduled meeting/ call.

What's yours?

      ",16.8,9.3,73.9,36.370000000000005,neg
508,"RT  Join us on Wednesday 20th October from 11am - 12:30 for our  Jobsfair Ð?­Ð??¯

We will be posting 90 minutes worƒ?Ý",13.600000000000001,0.0,86.4,48.71,neg
509,"BORN LIONESSES Ð??¾
worth waiting till the end Ð???
                    ",26.3,0.0,73.7,43.29,neg
510,"Success need Hardwork Ð??¾Ð??î
                    ",60.8,0.0,39.2,68.67999999999999,neg
511,"RT  Good day friends!Ð??¯

  prompt

Set a reminder to:

Break from your pc
Get some H2O
Stretch (so importantƒ?Ý",18.0,0.0,82.0,57.64,neg
512,"A loner is a person who does not seek out, or may actively avoid, interaction with other people.
              ",11.600000000000001,22.7,65.7,-29.599999999999998,pos
513,"Help yourself Ð?Ï?ƒÏ‹÷
                     ",60.5,0.0,39.5,46.96,neg
514,"Our WiFi Router UPS
having special Deep Discharge ProtectionÐ???

Always there to protect batteries from Under or Overcharging to increase their Efficiency.

      
  ",37.2,0.0,62.8,86.38,neg
515,"RT  ƒ?‹÷  Interested in writing about finance? I'm looking for a copywriter to join our team!

P.S: No  Ð???
Location:ƒ?Ý",25.3,9.0,65.7,60.62,neg
516,RT  Hello. Looking to hire a lawyer principally interested in Competition Law (+ 1-3 years PQE). Could work either way: asƒ?Ý,12.4,0.0,87.6,40.19,neg
517,"WFH has been able to facilitate womenƒ??s  ,including people with disabilities, and ensure equitable distribution, especially in the IT industry, according to the CEO of IT Parks in  ",9.9,0.0,90.10000000000001,45.15,neg
518,"Even as offices look to resume operations in the physical workplace, sectors might want to continue work from home ( culture.",6.4,0.0,93.60000000000001,7.720000000000001,neg
519,"RT  WFH has been able to facilitate women's workforce participation, including people with disabilities, and ensure equitable disƒ?Ý",13.3,0.0,86.7,38.18,neg
520,"Ð?õæ4/4

But it is time to get you out of the  at home and away from your boring  routine.  

Read on here Ð???Ð?«",0.0,12.9,87.1,-50.4,pos
521,RT  Hello. Looking to hire a lawyer principally interested in Competition Law (+ 1-3 years PQE). Could work either way: asƒ?Ý,12.4,0.0,87.6,40.19,neg
522,"Get work from home Job from Kutumbh. Join Kutumbh as a  translator and start earning today. For more info, kindly visit 

           ",24.0,0.0,76.0,68.87,neg
523,RT  Hello. Looking to hire a lawyer principally interested in Competition Law (+ 1-3 years PQE). Could work either way: asƒ?Ý,12.4,0.0,87.6,40.19,neg
524,"Add a modern touch to your study space with our Pashe Chair in Rust. Let the plush upholstery comfort you while you learn or procrastinate in style.

Setup by  

      ",8.5,0.0,91.5,36.120000000000005,neg
525,RT  Hello. Looking to hire a lawyer principally interested in Competition Law (+ 1-3 years PQE). Could work either way: asƒ?Ý,12.4,0.0,87.6,40.19,neg
526,"RT  I feel wfh has made me more lethargic, unwell, unsocial and dumb but I still don't want to start working from office.",0.0,22.5,77.5,-49.89,pos
527, It happens.. Wfh is new normal but we have to take care of ourselves only,23.5,0.0,76.5,64.86,neg
528,RT  Hello. Looking to hire a lawyer principally interested in Competition Law (+ 1-3 years PQE). Could work either way: asƒ?Ý,12.4,0.0,87.6,40.19,neg
529,"With the current coal crisis in India, petrol/diesel prices in the sky, Don't you think WFH becomes a nice and attractive option?",20.5,14.7,64.7,15.310000000000002,neg
530,RT  Hello. Looking to hire a lawyer principally interested in Competition Law (+ 1-3 years PQE). Could work either way: asƒ?Ý,12.4,0.0,87.6,40.19,neg
531, Im earning noe but can't spend on album or merch bcz my parents won't like it. since it's wfh now I can't order such things,0.0,10.4,89.60000000000001,-39.5,pos
532,RT  Hello. Looking to hire a lawyer principally interested in Competition Law (+ 1-3 years PQE). Could work either way: asƒ?Ý,12.4,0.0,87.6,40.19,neg
533," On online purchase, entered delivery address. No option given for separate billing address, which in my case was office address. Delivery not taken in office due to WFH.  Need Invoice in Office name and address. Pls help.",10.0,5.5,84.6,20.23,neg
534,"RT  Executives: Want your hospital to survive the pandemic? 

Invest in my ƒ??5-Rƒ??s of workforceƒ? 

1. Recruitment (salaries, bƒ?Ý",11.200000000000001,0.0,88.8,30.94,neg
535,"Saridon WFH (WELL-KNOWN for FIGHTING HEADACHES)  

    ",0.0,39.300000000000004,60.699999999999996,-49.95,pos
536," Today again there is repeated disconnection of Internet. 
Week day &amp; WFH becomes difficult. Ur services becoming poor day by day. DM details long time back.
Plz provide some permanent solution. Complaining again &amp; again is a waste of time.",7.7,21.8,70.5,-76.5,pos
537,"RT  Looking for a job in  ? 
Browse through opportunities in Madrid,  ! Ð??¦Ð??÷ 
ƒ??
   ",25.900000000000002,0.0,74.1,59.3,neg
538,"Saturday maintenance understood but what about momday? First day of the week and wfh. This is how you make our lives more difficult , no lights in chikloli area since 12 pm  ",0.0,19.2,80.80000000000001,-78.5,pos
539,"RT  Petrol/Diesel prices in Bhopal r at 114.4 &amp; 103.4 Rs litre,respectively. With strong global crude prices, retail fuelƒ?Ý",14.299999999999999,16.1,69.6,-10.27,pos
540,WFH helps u to not look at the screen and sit up straight for more than half an hour.,22.0,0.0,78.0,54.230000000000004,neg
541,"     In Yusufpur,Ghazipur,UP Railwire frienchies owner is charging unethical for broadband even after complain to the officers issue did not get resolved which is impacting students and WFH, Help...",0.0,22.6,77.4,-74.44,pos
542,"Pros use Google Keep
Sinceres use OneNote
Geeks use Notepad++ :)
   ",22.400000000000002,10.4,67.2,38.18,neg
543," Thanks for your response. My contact number is:9986995110
Desai Radiant Apartment, Ambedkar Nagar, Whitefield, 560066. Hope BESCOM team and seniors will take proper action to avoid unscheduled power outage in residents area. It's highly impacting WFH.",23.5,5.1,71.39999999999999,79.06,neg
544,"A compact work from the home station is a need when you are working remotely. They take lesser space and allow you to be creative with your space. 

        ",16.7,0.0,83.3,58.589999999999996,neg
545,"TCS is hiring for 289th(not really it's a random number Ð?Ï) time this year, WFH ka poora istemaal krna sikhe koi inseÐ??Ÿ.

Last 2 year ki saari ruki hui govt job ke liye bhi TCS hi hire kr ri I guess Ð???Ð???

  ",6.2,0.0,93.8,36.61,neg
546,"IS YOUR CHAIR GIVING YOU A BACKACHE?
At NEFM we will give you the most ergonomic chair you could have asked for!
Seen here:   High Back Chair in Composite Leather.
  ",10.9,0.0,89.1,53.06999999999999,neg
547,"The comfort of working from home is great but at some point in time, weƒ??ve all been victims of an overworked mind or a stiff body. Swipe along to read how Awshad tinctures can come to your aid in your everyday life.      ",10.2,6.5,83.3,18.029999999999998,neg
548,"RT  To stabilize and sustain operations, enterprises should bolster remote-working capabilities by creating an ecosystem to suppƒ?Ý",12.1,0.0,87.9,29.599999999999998,neg
549,  This is how from last 18 hours jio care respond. No customer care no responsiveness no responsibility...just trapping customer in the name of freebies and security deposit and no service at all.. WFH is worst from home...Jio  ,22.1,24.6,53.300000000000004,-7.720000000000001,pos
550,"RT  To stabilize and sustain operations, enterprises should bolster remote-working capabilities by creating an ecosystem to suppƒ?Ý",12.1,0.0,87.9,29.599999999999998,neg
551,Full tank petrol is now as good as having dinner at a four-star restaurant in Bangalore. If not for  more people would have been talking about it.,10.4,0.0,89.60000000000001,44.04,neg
552,"If physical offices survive WFH trend, then in next 15-20 years all offices will have a basic day-care Center where parents(especially mothers) can leave their children and work calmly.

This is also a sign how difficult regulations have been for working mothers during ~1970-2035",5.1,8.200000000000001,86.7,-10.27,pos
553,"Infosys - 250,000+ employees. Imagine 40% employees WFH at any time in a hybrid  How does  maintain confidentiality of its and customers' assets?

Enterprises need modern Content Services Platform to enable employees.

 Content is King, Again! ",5.7,0.0,94.3,24.81,neg
554,"Maintaining work-life balance after work from home scenario has become the most challenging task.

    ",12.7,0.0,87.3,22.470000000000002,neg
555,"RT  ƒ??Itƒ??s not good for your brain to sit there and stare at a screen for hours,ƒ? I said to my 6yo, without a trace of irony,ƒ?Ý",0.0,12.8,87.2,-52.129999999999995,pos
556,RT  What's your  to start the week? We â¤ï¸ Airtablet Olivia's advice straight from her  setup. Share your ownâ€¦,19.400000000000002,0.0,80.60000000000001,47.67,neg
557,"She literally added her WFH teammate on Snapchat. When asked why she added him on SC, she said, â€œBaby mere insta par bhi hai. Family jaise ho gaye hai.â€ â€œSometimes he donâ€™t see my WhatsApp messages so I text him on SCâ€. ðŸ˜‚

I gotta say this: I had a â€˜cleverâ€™ woman. Well played ðŸ‘ðŸ»",8.4,0.0,91.60000000000001,54.230000000000004,neg
558,"RT  Is your WFH routine leaving you with no time to go house hunting? Watch this couple discover the new way to browse, and shorâ€¦",0.0,8.4,91.60000000000001,-29.599999999999998,pos
559,"RT  â± 16 Hours left to release the Contract ðŸ”¥

See countdown here: 

Be Ready For ðŸ”¥
â€” Upcoming Big Giveawâ€¦",11.1,0.0,88.9,36.120000000000005,neg
560," If he can speak even normal English...i can get him admin cum executive role. Ask him to DM me.

Location - Gurgaon (WFH as of now)
Pay - 20-22K",0.0,5.1,94.89999999999999,-10.27,pos
561, Better Solution: Wfh and everything else by cycle,46.400000000000006,0.0,53.6,63.690000000000005,neg
562,"RT  Is your WFH routine leaving you with no time to go house hunting? Watch this couple discover the new way to browse, and shorâ€¦",0.0,8.4,91.60000000000001,-29.599999999999998,pos
563,RT  Working from home? Learn tips to stay productive and positive.     viâ€¦,24.7,0.0,75.3,55.74,neg
564,""" Work from home is the best way for now. "" British scientists say.
 
 

Details:
",25.900000000000002,0.0,74.1,63.690000000000005,neg
565,"RT  3 foods for  

1. Fresh fruit - 
- prebiotic
- antioxidants
- easy to digest

2. Nuts/ Chana-singdana-
- minerals
-â€¦",27.1,0.0,72.89999999999999,63.690000000000005,neg
566,RT      I am surprised work from home isn't being adopted permanently. Pandemic haâ€¦,14.7,0.0,85.3,22.63,neg
567,"This is some very reputed big shot MNC. Working together since 2-3 months only. They both don't know each other personally, have seen faces offline only once due to WfH.",0.0,4.9,95.1,-12.8,pos
568,Please do!ðŸ¤¯   ,72.2,0.0,27.800000000000004,38.019999999999996,neg
569,"What does it take to free yourself from these unhealthy patterns and reach a more sustainable, rewarding work-life balance?
     ",31.7,13.3,54.900000000000006,56.879999999999995,neg
570,Work from home wfh is new normal and should continue to save money from costly office spaces and travel time of employees... ,13.0,5.7,81.3,42.15,neg
571,"RT  Ordering something yum has been a welcome event, especially through this WFH phase. Compare notes on comfort food and staâ€¦",23.400000000000002,0.0,76.6,67.05,neg
572,"RT  Hiring - Microsoft Dynamics Developer

Experience Required â€“ 3Yrs - 7Yrs
Location - Any Location in India (WFH)
CTC - 3 LPâ€¦",11.0,0.0,89.0,27.32,neg
573,"RT  With the rise of WFH, the laptop has become a must-have gadget! And the Intel 11th Gen Core processors are your best bet, if yoâ€¦",15.8,0.0,84.2,66.96,neg
574,"RT  With the rise of WFH, the laptop has become a must-have gadget! And the Intel 11th Gen Core processors are your best bet, if yoâ€¦",15.8,0.0,84.2,66.96,neg
575,"RT  With the rise of WFH, the laptop has become a must-have gadget! And the Intel 11th Gen Core processors are your best bet, if yoâ€¦",15.8,0.0,84.2,66.96,neg
576,"RT  With the rise of WFH, the laptop has become a must-have gadget! And the Intel 11th Gen Core processors are your best bet, if yoâ€¦",15.8,0.0,84.2,66.96,neg
577,"RT  With the rise of WFH, the laptop has become a must-have gadget! And the Intel 11th Gen Core processors are your best bet, if yoâ€¦",15.8,0.0,84.2,66.96,neg
578,"RT  With the rise of WFH, the laptop has become a must-have gadget! And the Intel 11th Gen Core processors are your best bet, if yoâ€¦",15.8,0.0,84.2,66.96,neg
579,"RT  With the rise of WFH, the laptop has become a must-have gadget! And the Intel 11th Gen Core processors are your best bet, if yoâ€¦",15.8,0.0,84.2,66.96,neg
580,"RT  With the rise of WFH, the laptop has become a must-have gadget! And the Intel 11th Gen Core processors are your best bet, if yoâ€¦",15.8,0.0,84.2,66.96,neg
581,"RT  With the rise of WFH, the laptop has become a must-have gadget! And the Intel 11th Gen Core processors are your best bet, if yoâ€¦",15.8,0.0,84.2,66.96,neg
582,"RT  With the rise of WFH, the laptop has become a must-have gadget! And the Intel 11th Gen Core processors are your best bet, if yoâ€¦",15.8,0.0,84.2,66.96,neg
583,"RT  With the rise of WFH, the laptop has become a must-have gadget! And the Intel 11th Gen Core processors are your best bet, if yoâ€¦",15.8,0.0,84.2,66.96,neg
584,"RT  With the rise of WFH, the laptop has become a must-have gadget! And the Intel 11th Gen Core processors are your best bet, if yoâ€¦",15.8,0.0,84.2,66.96,neg
585,"RT  With the rise of WFH, the laptop has become a must-have gadget! And the Intel 11th Gen Core processors are your best bet, if yoâ€¦",15.8,0.0,84.2,66.96,neg
586,"RT  With the rise of WFH, the laptop has become a must-have gadget! And the Intel 11th Gen Core processors are your best bet, if yoâ€¦",15.8,0.0,84.2,66.96,neg
587,"RT  With the rise of WFH, the laptop has become a must-have gadget! And the Intel 11th Gen Core processors are your best bet, if yoâ€¦",15.8,0.0,84.2,66.96,neg
588,"RT  How New Technology Is Helping Remote Work 

     ",23.9,0.0,76.1,29.599999999999998,neg
589,"Games can be tough in real life but not during power cuts?
you always will have a helping hand ðŸ¤ with Energy Intelligence UPS

       
    ",47.099999999999994,3.5999999999999996,49.3,94.31,neg
590,"RT  Remote work, collaboration and education are just a few industries that are poised for a transformation through AR

httâ€¦",10.5,0.0,89.5,25.0,neg
591,"     Kindly don't shut internet for these exams. We hope our administration is strong enough for stop cheating. But due to internet shut we are facing many issues with GMaps, Online Classes and WFH. ",21.8,13.4,64.8,55.74,neg
592,RT  Trade unions warn of 'winter of chaos' and want WFH to come back ,7.5,29.299999999999997,63.2,-58.589999999999996,pos
593,"RT  Is your WFH routine leaving you with no time to go house hunting? Watch this couple discover the new way to browse, and shorâ€¦",0.0,8.4,91.60000000000001,-29.599999999999998,pos
594,"RT  We strongly agree.
Do you agree?

      ",64.0,0.0,36.0,72.69,neg
595,"RT  Ordering something yum has been a welcome event, especially through this WFH phase. Compare notes on comfort food and staâ€¦",23.400000000000002,0.0,76.6,67.05,neg
596,"That's what a weekend must look like!


                 ",35.8,0.0,64.2,41.99,neg
597,"As a stay-at-home/WFH mom/housewife, weekends are more stressful than week days! ðŸ˜£",0.0,28.000000000000004,72.0,-59.74,pos
598,"RT  With   
Stepped out after many days. Yes, it felt good to be out for work.

Thank you  , you caâ€¦",32.300000000000004,0.0,67.7,79.64,neg
599,"Office work be like this..ðŸ‘€
   ",38.5,0.0,61.5,36.120000000000005,neg
600,"RT  Is your WFH routine leaving you with no time to go house hunting? Watch this couple discover the new way to browse, and shorâ€¦",0.0,8.4,91.60000000000001,-29.599999999999998,pos
601,RT  25yo handsome son of a close friend. Happy middle class family. Did engineering in a reputed college. Got job in auto indâ€¦,35.9,0.0,64.1,87.79,neg
602,"What is life without melody &amp; harmony?
It probably is a series of monotonous days.
Stop existing merely &amp; live the harmonious lifestyle at Shivalik Harmony that boasts of Premium 3 BHK+WFH Apartment crafted to blend architectural magnificence amidst perfect backdrop of proximity. ",24.5,8.5,67.0,85.34,neg
603,"   
HiiðŸ‘‹
RITIK VERMA THIS SIDEâ˜º
I here because i am hepling peoples to earn moneyðŸ’¸ in online
PER DAY 1K to 10K ðŸ’¸
Throgh social mediaðŸ“²
If you interested to earn money (Ask Me NowðŸ™‹
MY CONTACT LINKðŸ”—  ",7.199999999999999,0.0,92.80000000000001,40.19,neg
604,   I guess rather than jobs you should try internshala and go for WFH internships but the pay might be significantly low,0.0,19.1,80.9,-50.23,pos
605,"Very sturdy, good quality product.
A must have for people who have frequent video/zoom calls.
Perfect and affordable wfh buddy.
Go for it


   ",25.6,0.0,74.4,78.32000000000001,neg
606, Pls send your resume to hrd We have a permanent WFH position open for Java Developer,8.5,0.0,91.5,7.720000000000001,neg
607,RT  25yo handsome son of a close friend. Happy middle class family. Did engineering in a reputed college. Got job in auto indâ€¦,35.9,0.0,64.1,87.79,neg
608,"Hiring new employees is an exciting opportunity to bring fresh ideas and valuable experience to a growing small business-and leveraging hiring platforms can make it easier.

         ",45.6,0.0,54.400000000000006,93.13,neg
609, Bangalore traffic I want to miss it for ever. I am so happy doing wfh. I will miss my happy moments if I travel back to office.,33.7,10.0,56.3,86.19,neg
610,"Thriving with a remote team takes effort, but the rewards are so great that we're never going to back to the office.

           ",35.0,0.0,65.0,90.5,neg
611,"Friend...., Great ðŸ˜Š ðŸ‘ Morning &amp; Day ðŸŒž

FRIEND...., Become YOURSELF as a BHASKAR'S ASSOCIATE. ðŸ¤â¤ï¸

Whatsapp me only on +91-9793609235.
             ",17.7,0.0,82.3,62.49,neg
612,RT  25yo handsome son of a close friend. Happy middle class family. Did engineering in a reputed college. Got job in auto indâ€¦,35.9,0.0,64.1,87.79,neg
613, and  did NOT think people will misunderstand this and sleep while WFH ðŸ  was on...  ,0.0,15.2,84.8,-36.120000000000005,pos
614, everyday  Have to struggle for the internet guys plz strt the internet I am WFH .try to resolve the issue fast already I am 2 hours late now.,13.8,8.200000000000001,78.0,15.310000000000002,neg
